Inflation rate,Unemployment rate,GDP growth rate,Crime rate,Healthcare access index,Education quality index,Infrastructure quality index,Population growth rate,Homelessness rate,Home ownership rate,Income inequality index,Immigration rate,Military strength index,Environmental sustainability index,Social cohesion index,Divorce rate,Average life expectancy,Median household income,Poverty rate,Education attainment level
5.47,14.92,-4.08,30.61,88.02,33.67,9.72,-0.8,0.35,0.73,3.26,0.09,3.62,33.79,16.27,5.63,86.72,75150.24,17.59,65.81
5.36,13.2,1.99,2.82,23.64,92.67,10.76,1.04,0.36,0.52,83.59,4.8,89.64,64.77,6.44,7.9,66.53,87809.75,46.7,24.84
5.57,12.55,-3.38,99.09,10.94,33.5,32.89,1.06,0.59,0.1,75.41,5.07,25.8,82.28,66.57,5.06,65.14,63580.76,11.21,35.36
3.84,0.76,-0.06,14.04,86.28,74.7,70.77,-1.0,0.74,0.34,52.08,3.55,78.14,90.13,80.22,3.92,84.18,51220.62,27.07,80.95
2.03,9.5,-1.79,77.98,68.42,96.67,57.01,0.82,0.34,0.57,33.88,3.29,90.14,14.94,62.55,9.56,71.71,65314.29,18.67,57.88
1.11,0.61,0.73,71.88,31.73,61.38,40.5,1.43,0.22,0.22,26.8,0.05,78.04,81.61,68.92,1.82,88.03,86703.82,30.3,25.38
6.73,7.79,0.4,97.33,55.58,15.08,56.55,1.79,0.92,0.39,11.64,8.8,50.15,83.73,94.91,4.23,69.84,46398.51,4.92,48.48
2.07,14.13,-0.57,88.13,46.63,86.77,6.53,0.14,0.48,0.61,43.66,3.94,65.59,88.4,21.91,4.72,84.84,15904.66,35.98,40.83
5.83,9.14,5.18,26.4,59.45,15.56,77.01,-1.8,0.2,0.45,3.82,0.23,55.04,20.01,89.04,3.64,88.86,49592.82,14.88,92.22
7.84,11.1,3.54,94.78,69.88,38.13,74.95,2.16,0.38,0.67,74.91,2.12,61.16,72.18,36.51,8.97,85.3,10829.26,16.28,5.24
1.96,0.97,2.47,37.49,59.13,88.58,32.17,0.92,0.54,0.58,45.93,5.02,82.05,23.5,3.95,6.01,79.56,39329.43,47.48,43.9
2.42,1.66,0.96,58.66,10.2,58.2,81.64,2.04,0.74,0.55,1.18,9.99,87.69,37.34,26.54,2.97,77.68,56796.45,10.63,40.96
2.61,4.54,-2.52,42.85,78.59,49.06,13.6,-0.7,0.74,0.3,99.81,6.03,68.61,35.74,55.32,4.01,84.07,81604.22,30.36,88.04
1.54,8.36,1.34,67.05,87.32,88.97,60.3,2.74,0.46,0.11,89.52,4.04,81.7,34.97,67.66,9.95,84.64,31902.15,41.06,25.93
3.89,13.59,7.53,2.97,51.58,4.75,53.13,1.64,0.45,0.6,5.99,1.37,70.62,7.67,47.24,0.14,73.24,96410.15,38.17,70.34
6.54,9.95,9.09,47.34,21.04,19.75,27.65,-1.92,0.85,0.81,92.82,2.84,93.97,56.57,72.71,5.97,63.51,86547.15,22.01,8.11
5.37,1.96,7.13,43.5,41.87,15.89,15.23,1.95,0.91,0.21,45.78,0.15,32.43,49.83,75.29,0.09,80.62,35532.63,3.32,36.84
6.55,10.83,7.76,51.26,55.61,73.73,64.73,2.51,0.24,0.75,37.94,5.3,41.56,17.13,98.8,0.58,88.51,38852.91,12.53,69.34
5.76,4.51,6.48,38.88,52.53,79.22,53.81,0.84,0.92,0.19,16.51,4.61,52.95,42.68,86.71,9.66,67.4,39490.48,24.55,90.9
7.18,4.36,6.56,34.73,73.22,87.08,36.79,1.25,0.12,0.91,74.48,1.94,16.02,91.44,53.25,6.93,71.85,98562.99,15.27,12.78
6.6,9.74,7.09,82.62,74.27,88.93,96.89,0.21,0.94,0.37,29.26,9.7,88.75,86.02,66.9,1.44,64.12,81804.05,8.58,82.59
1.91,14.61,3.11,61.75,88.5,64.8,8.23,2.93,0.27,0.5,73.55,4.03,51.31,93.49,82.39,0.8,64.91,72946.17,23.03,74.62
4.66,13.43,-2.52,17.0,6.21,97.89,21.53,2.34,0.55,0.16,3.45,9.92,83.9,49.52,28.72,2.73,72.91,40657.27,22.0,35.57
4.45,7.19,8.03,16.48,52.63,85.72,66.31,-0.22,0.81,0.86,99.75,9.24,79.91,0.5,79.3,3.81,74.58,99769.88,15.1,6.69
6.55,1.77,1.99,74.34,22.41,64.55,80.09,2.23,0.82,0.09,59.02,0.55,89.19,77.01,94.49,6.4,86.38,54053.59,13.7,20.8
5.53,7.19,5.29,21.73,49.07,47.43,26.75,-0.19,0.95,0.76,47.02,7.35,1.92,92.42,37.86,6.38,80.5,86708.74,44.63,47.35
0.5,4.56,8.73,65.04,49.13,11.77,49.68,-0.65,0.79,0.49,87.1,3.47,66.56,92.14,5.73,5.34,77.61,63295.88,33.17,76.27
1.14,4.0,-3.92,72.33,67.19,17.93,70.13,0.74,0.56,0.19,95.83,9.24,99.38,80.68,33.69,6.36,78.73,69901.37,19.48,67.48
1.07,14.42,2.7,84.29,2.05,29.52,12.78,-0.27,0.95,0.45,73.83,3.91,8.61,51.34,71.49,9.47,88.78,32156.66,20.22,49.65
4.87,0.48,-0.18,82.41,52.92,48.87,96.96,-1.81,0.96,0.35,53.17,7.65,92.16,79.31,34.76,2.5,69.48,90769.01,49.3,47.6
8.47,1.89,3.33,55.82,65.03,41.43,96.04,-0.02,0.68,0.69,48.48,4.24,57.71,6.93,52.13,6.15,80.49,13915.57,31.14,25.2
9.54,3.23,0.03,45.7,44.21,60.88,26.72,-0.66,0.02,0.85,23.24,4.46,93.15,11.69,77.02,3.31,80.63,70946.06,38.27,27.14
3.02,7.47,-0.81,43.3,69.69,53.72,36.01,-0.74,0.03,0.25,9.66,1.81,76.02,35.16,41.51,9.89,64.17,68995.84,6.78,2.32
4.01,2.55,8.34,81.0,16.9,2.78,49.43,-0.84,0.59,0.16,81.26,4.54,76.86,88.42,9.29,3.19,77.24,18659.47,19.69,53.35
3.23,10.42,-2.11,59.92,28.17,93.46,3.12,-0.15,0.41,0.7,80.53,2.02,46.32,10.81,63.56,0.57,76.43,93464.6,19.47,26.25
0.36,10.2,3.1,33.07,44.13,80.69,48.8,-1.86,0.1,0.66,8.57,7.56,35.57,43.24,48.3,9.07,65.16,11200.99,30.66,97.68
3.6,5.4,7.0,76.02,82.66,76.31,61.76,0.56,0.87,1.0,98.25,5.27,25.74,17.55,78.42,0.81,74.45,67631.54,34.63,83.76
6.46,13.48,1.0,66.98,68.48,41.52,2.49,1.35,0.52,0.88,68.65,4.89,76.49,16.82,17.73,0.21,73.13,94976.28,44.21,84.7
3.88,2.53,-0.2,92.5,33.22,43.59,15.14,1.48,0.59,0.23,26.01,7.98,37.49,71.85,47.55,3.98,61.68,72073.85,15.15,93.57
9.84,6.22,5.75,5.62,86.35,71.31,11.44,2.69,0.66,0.97,99.83,2.9,72.76,21.12,38.16,3.49,66.46,35623.92,7.1,82.03
9.64,0.15,3.58,78.77,96.94,74.83,17.75,0.72,0.81,0.21,85.12,8.17,19.4,32.1,12.75,9.47,87.66,87778.82,8.72,59.4
9.53,11.26,8.76,59.99,90.41,66.53,82.59,0.25,0.37,0.09,19.03,5.98,12.0,59.87,22.31,3.0,86.46,67134.82,4.39,91.23
6.1,6.21,3.59,86.16,24.49,37.35,28.75,1.25,0.17,0.26,3.84,9.71,24.25,4.55,53.03,6.94,76.0,27028.8,33.81,34.74
9.78,8.13,7.68,6.59,8.35,19.14,58.55,1.03,0.25,0.65,96.89,0.24,16.08,19.8,71.42,0.54,66.67,95163.46,36.77,12.04
7.96,5.67,9.73,44.77,1.03,2.73,38.56,2.96,0.09,0.27,8.58,2.92,72.36,43.21,27.88,7.94,76.53,93466.68,49.68,49.09
3.99,0.08,-2.79,13.92,10.55,31.9,7.0,1.07,0.63,0.49,90.72,9.17,54.6,3.74,64.87,3.93,61.42,60529.77,1.94,3.24
6.16,8.08,6.92,70.28,73.08,40.08,96.78,0.93,0.43,0.05,43.24,3.72,60.0,67.04,35.03,7.45,71.21,62657.19,49.86,55.48
3.16,1.85,6.87,1.62,11.31,17.11,42.05,2.71,0.64,0.7,95.16,3.69,3.34,19.7,78.87,2.55,88.3,38306.74,0.73,20.89
3.72,2.92,6.28,85.57,23.34,67.16,52.89,-0.41,0.28,0.68,88.83,4.9,21.29,33.28,41.47,1.94,88.78,78562.17,14.71,21.83
3.03,0.46,8.7,54.16,95.79,72.4,30.1,1.5,0.56,0.53,39.9,4.75,51.34,47.95,30.42,3.25,69.43,62632.79,29.75,93.52
8.88,12.82,2.65,98.57,0.31,69.11,96.23,-0.09,0.13,0.55,14.7,1.66,59.74,87.42,97.08,3.58,69.32,58754.31,29.59,47.19
0.55,8.56,5.04,37.78,51.97,12.26,32.93,1.3,0.5,0.47,96.39,8.42,90.93,99.26,17.87,1.23,64.66,95888.16,10.96,88.11
2.17,14.85,7.44,51.7,94.49,17.33,43.63,2.78,0.13,0.42,45.47,4.68,22.53,63.88,6.06,2.53,63.04,25562.11,38.56,4.8
1.05,7.3,9.83,51.8,38.24,96.49,72.35,2.53,0.92,0.11,95.07,6.78,85.58,85.48,91.32,1.77,77.08,87700.1,4.31,79.39
7.7,10.14,-3.07,27.59,90.08,58.26,89.96,-1.3,0.96,0.49,79.75,3.58,37.2,34.16,32.96,4.5,87.18,77045.11,41.71,25.95
9.48,7.38,-1.51,1.28,42.08,71.3,88.78,0.03,0.35,0.21,12.97,2.39,47.65,15.81,37.4,3.0,70.79,71945.1,42.87,12.64
2.96,10.95,-0.32,82.76,77.8,63.91,54.71,-0.42,0.31,0.36,82.18,9.2,32.5,40.44,86.94,4.2,65.31,39747.0,16.1,87.61
9.46,11.91,-1.87,40.18,69.25,42.05,27.4,-1.91,0.6,0.52,30.94,9.45,23.02,42.05,87.17,5.17,68.46,34728.27,42.76,24.83
3.5,5.33,9.77,29.11,88.69,63.23,74.12,1.35,0.31,0.11,64.08,9.52,88.71,59.34,54.39,2.56,84.61,48972.2,41.43,51.25
9.46,1.12,-4.87,47.75,35.23,45.95,47.47,0.06,0.09,0.23,38.95,3.9,49.46,6.43,12.52,1.34,61.11,75394.31,25.08,88.24
4.05,12.09,-0.84,57.34,62.98,65.46,74.01,2.54,0.73,0.72,86.31,0.4,19.79,85.64,86.21,6.4,73.78,96711.12,31.86,73.7
0.83,4.89,-0.7,99.39,60.66,49.74,24.15,2.2,0.47,0.22,17.62,8.79,58.74,44.8,50.93,8.73,88.83,58160.04,13.44,55.48
2.2,0.34,-2.65,58.42,38.08,63.61,92.62,-1.61,0.68,0.88,2.99,3.83,82.99,83.37,81.94,5.67,71.82,75629.22,14.0,45.13
2.6,10.64,0.17,85.11,40.7,47.81,4.72,0.12,0.28,0.73,51.85,7.91,52.6,75.89,30.82,2.37,71.65,67687.26,33.42,12.2
3.1,6.98,3.39,20.9,95.7,15.92,89.98,2.74,0.09,0.64,48.82,7.6,97.08,52.94,39.15,2.35,73.08,14562.2,35.72,82.23
7.96,5.12,6.35,1.35,5.78,21.39,22.37,-1.03,0.47,0.95,29.39,0.93,61.25,88.04,58.84,8.02,79.85,20038.4,40.4,16.61
1.07,0.31,-4.83,66.05,2.42,62.78,86.88,0.41,0.49,0.07,55.28,1.49,5.12,93.61,82.68,8.06,61.51,68418.49,20.9,90.92
7.88,2.46,-2.27,6.57,38.64,17.63,24.96,2.84,0.45,0.36,49.97,8.53,68.29,85.48,87.29,6.57,87.87,48005.58,7.75,72.6
3.29,3.95,-2.69,65.1,20.68,94.96,35.0,-0.21,0.33,0.12,31.18,9.96,83.24,15.89,32.86,0.72,75.52,48983.39,7.58,57.52
9.33,14.88,2.8,63.94,13.35,26.98,89.53,-0.78,0.63,0.78,67.35,8.0,53.15,28.88,15.0,4.35,88.04,74756.1,44.57,48.02
8.22,10.16,0.84,97.63,62.88,98.04,28.3,-1.6,0.14,0.71,91.5,0.97,27.78,64.57,63.07,4.31,83.32,64269.31,35.45,44.45
6.69,13.25,-1.89,22.51,5.44,91.86,60.49,2.51,0.69,0.28,24.64,5.29,45.2,42.33,3.27,7.3,62.54,36811.86,8.55,73.04
5.71,13.32,3.88,46.7,50.97,28.8,93.87,1.79,0.23,0.12,72.61,2.54,30.5,84.6,9.16,7.66,69.67,46274.57,43.46,99.28
4.2,1.7,3.31,62.03,13.18,49.06,40.6,0.79,0.7,0.8,1.5,2.74,32.9,8.68,7.46,2.37,66.52,75218.78,48.08,83.15
7.13,12.88,-2.68,93.99,56.69,45.97,82.29,-1.65,0.03,0.83,96.97,5.08,62.66,19.71,77.41,5.73,88.43,24173.52,36.85,43.17
7.73,5.12,2.91,15.33,92.93,12.03,56.41,0.41,0.5,0.67,76.39,8.91,59.46,2.78,19.5,6.14,75.42,71155.05,33.67,24.32
2.57,11.41,6.03,79.88,3.63,66.37,83.39,1.25,0.62,0.06,11.58,5.78,69.85,57.34,73.4,6.11,88.77,94133.77,32.49,50.94
9.86,14.43,3.44,73.45,20.14,70.24,3.29,-1.21,0.03,0.65,9.99,0.85,43.33,30.17,29.06,5.94,78.48,42948.65,9.54,45.66
9.06,5.13,7.52,12.59,55.31,16.85,33.23,2.81,0.11,0.34,60.92,3.56,81.86,15.24,53.22,9.74,80.51,65244.79,5.23,25.67
1.01,0.07,-1.15,63.45,64.71,92.12,35.5,-0.18,0.74,0.21,43.87,5.82,95.51,3.72,98.36,6.22,82.04,20953.66,42.9,73.35
8.8,14.97,3.79,97.12,0.69,51.69,1.59,-1.22,0.7,0.57,3.27,3.78,49.17,29.06,6.77,9.04,67.31,23326.64,7.34,53.31
2.71,2.58,9.12,1.05,93.19,78.4,77.13,-0.54,0.7,0.57,84.93,2.33,26.53,88.78,16.61,1.64,76.67,74349.28,34.85,54.4
2.78,4.69,4.91,63.84,1.96,0.83,94.21,-1.46,0.1,0.13,57.98,4.91,18.73,74.91,53.28,1.47,73.56,80427.87,40.21,74.32
1.27,10.74,-2.14,45.68,27.1,13.53,18.13,0.82,0.7,0.5,9.76,6.42,18.97,56.72,91.7,7.47,62.92,83295.96,23.02,4.59
9.69,6.17,4.2,81.5,18.51,44.97,36.8,-0.71,0.89,0.26,3.83,7.0,54.07,65.37,72.33,0.48,72.66,55865.12,28.84,4.19
2.95,0.38,7.08,46.94,99.36,29.79,0.11,1.42,0.58,0.57,77.27,0.02,19.02,66.26,98.14,4.58,64.89,95602.74,24.34,79.0
3.6,4.0,-2.38,8.58,34.09,27.72,9.97,-1.98,0.94,0.22,9.74,3.18,51.61,52.58,14.63,5.04,69.03,19002.56,35.54,93.56
2.44,8.34,-0.15,66.19,49.76,31.94,3.25,-1.15,0.73,0.81,55.07,4.3,66.3,22.24,55.8,4.39,85.42,86510.79,45.55,39.0
5.49,5.89,4.13,93.19,39.37,87.59,71.93,-0.81,0.62,0.63,70.04,3.92,38.48,89.41,64.86,2.34,60.63,16518.22,8.39,91.94
3.67,13.41,0.43,58.44,42.55,67.56,76.75,1.53,0.14,0.51,91.34,4.55,9.48,47.06,65.5,8.14,87.1,85947.54,1.76,60.41
5.47,11.04,1.53,80.14,39.56,38.84,15.65,1.83,0.26,0.52,96.37,4.27,2.07,72.79,16.53,2.64,68.02,85152.96,4.4,89.18
5.77,10.87,6.84,89.67,10.35,29.73,80.39,0.87,0.32,0.72,44.8,1.13,44.42,30.74,29.47,6.02,77.05,31466.52,21.33,2.23
6.33,11.85,3.45,30.82,78.55,46.61,82.9,1.83,0.03,0.02,6.86,5.66,65.34,92.17,11.79,7.67,75.91,98360.06,18.48,21.48
2.61,13.18,5.44,98.99,66.53,43.99,96.82,0.21,0.62,0.34,15.31,7.99,0.23,82.02,17.97,1.05,68.75,97815.11,44.44,27.11
9.09,5.55,3.13,34.83,54.39,22.75,96.4,2.3,0.8,0.22,43.5,2.23,45.95,80.51,83.63,7.8,80.19,13438.74,22.85,40.59
9.7,14.28,3.07,55.42,79.06,79.85,51.25,1.45,0.03,0.6,90.14,6.32,21.47,43.09,98.69,8.13,68.02,39474.67,7.41,61.31
5.89,7.87,3.31,18.97,92.9,83.44,94.73,0.09,0.5,0.59,64.04,1.74,14.6,25.52,10.25,8.97,75.03,56151.14,32.16,21.85
5.56,9.38,-2.23,1.29,87.78,96.1,76.83,0.3,0.24,0.36,81.46,8.15,39.26,28.5,16.82,8.33,60.78,38731.71,8.57,64.64
7.41,11.29,-4.69,59.67,32.33,98.82,24.25,-1.1,0.25,0.62,70.54,9.1,18.51,11.24,34.1,5.64,71.87,39025.66,47.78,23.36
1.57,12.53,2.74,85.58,56.47,23.55,49.57,-1.16,0.85,0.85,89.16,3.0,44.94,8.0,11.4,3.36,64.84,45923.26,11.07,56.42
4.98,2.65,-3.95,19.25,79.56,54.29,70.43,-1.44,0.78,0.16,91.05,4.61,23.6,61.27,54.59,9.67,78.41,79207.52,7.89,8.46
7.88,9.3,-2.63,5.88,89.83,75.67,54.7,0.81,0.9,0.78,94.56,7.29,57.09,82.24,11.85,8.22,85.07,47861.96,33.99,13.99
4.24,4.34,0.39,74.78,12.38,24.48,37.45,-1.61,0.74,0.18,14.27,0.43,78.54,8.05,48.65,8.54,82.75,62164.64,48.35,73.76
6.34,2.41,9.51,22.4,96.6,26.77,24.97,0.41,0.1,0.54,12.07,2.97,23.88,1.49,44.68,5.46,87.26,13365.46,48.7,89.14
0.5,13.62,3.37,10.24,25.46,64.91,67.4,2.24,0.14,0.35,85.61,8.6,87.11,91.24,53.31,7.28,70.9,19205.17,30.55,55.0
5.85,9.98,4.71,25.14,95.69,34.82,21.69,2.59,0.33,0.7,35.08,6.9,50.59,40.91,9.99,8.56,63.53,17046.96,13.05,13.66
7.84,3.27,1.87,81.37,40.05,62.45,52.76,0.98,0.43,0.58,65.84,2.99,17.44,60.51,10.43,8.23,76.77,57539.24,23.72,5.8
4.29,2.71,-1.56,16.44,89.03,78.0,23.54,1.42,0.06,0.36,98.62,9.52,92.2,16.36,8.59,1.95,89.8,85001.09,5.73,65.81
7.89,14.92,5.96,92.41,29.24,42.93,89.22,0.36,0.79,0.25,12.53,3.99,81.44,48.72,43.91,8.47,83.73,49556.27,47.22,63.22
2.43,13.9,0.15,80.58,13.63,76.37,98.43,-1.96,0.13,0.3,27.05,2.25,12.89,47.95,15.25,9.3,67.96,38199.42,18.28,14.2
2.05,7.19,4.61,6.4,70.17,81.51,45.5,0.28,0.52,0.04,18.96,1.14,44.4,86.1,47.33,8.58,74.27,87642.77,9.56,69.51
6.48,13.9,0.67,16.85,91.3,63.69,96.2,0.05,0.39,0.62,40.08,2.81,85.68,2.24,97.06,1.42,63.93,64325.78,41.61,81.04
7.77,8.82,-0.55,46.87,72.97,98.88,2.16,2.1,0.88,0.34,29.07,0.93,7.22,37.85,70.78,0.91,65.56,26843.21,17.07,25.94
0.3,12.12,9.17,69.54,41.41,8.98,20.52,-1.67,0.14,0.46,28.5,2.58,15.68,66.71,28.04,1.64,78.07,19146.7,2.86,8.07
2.47,7.71,0.69,32.81,84.95,23.66,51.94,0.61,0.03,0.78,2.81,7.36,58.47,12.45,2.91,9.33,85.82,59452.69,13.57,70.67
6.68,3.53,-4.34,46.03,33.56,19.44,19.54,-1.89,0.57,0.1,27.99,2.92,2.65,88.84,39.74,4.99,60.76,78311.22,34.75,88.83
8.12,3.96,-4.22,35.77,84.41,35.79,62.85,-1.32,0.51,0.01,57.74,1.41,27.62,16.03,4.91,1.76,76.77,69743.26,8.71,38.11
9.11,0.17,9.21,7.88,59.03,46.19,37.47,2.29,0.43,0.48,7.43,4.94,62.62,60.17,17.82,5.22,83.22,13918.17,18.92,3.25
3.86,5.0,1.46,51.86,78.07,39.48,13.8,-0.73,0.14,0.66,45.85,8.54,55.69,41.3,57.69,0.04,74.54,73561.24,28.9,25.45
8.82,9.25,4.04,88.15,79.55,62.4,81.38,-1.95,0.66,0.56,27.86,0.48,69.77,77.91,32.71,6.4,70.25,35529.9,20.36,3.83
7.42,14.93,5.22,27.06,5.99,76.63,25.17,-1.11,0.47,0.79,95.51,3.08,43.28,29.47,57.89,4.1,77.69,83536.75,31.41,35.28
0.93,5.21,-1.78,4.02,91.17,59.52,23.51,1.86,0.35,0.24,31.75,1.77,79.77,0.09,53.98,7.39,84.38,57560.36,27.04,62.67
5.17,13.62,-2.4,13.09,94.22,23.66,4.77,2.98,0.02,0.93,68.3,5.71,73.07,67.35,5.38,5.59,61.2,45789.5,6.99,58.09
9.02,11.55,5.41,87.58,13.24,91.38,49.1,2.5,0.6,0.0,72.83,6.69,74.34,38.53,97.39,1.15,77.92,39221.01,29.48,75.95
6.0,6.31,2.63,7.41,36.65,75.12,77.32,2.33,0.73,0.9,27.19,0.69,49.8,79.15,38.11,4.35,65.49,86334.48,21.18,53.84
9.9,3.56,-2.9,49.24,7.87,6.9,19.6,2.45,0.4,0.09,32.82,8.73,89.92,89.21,97.64,2.43,72.99,40975.73,34.13,84.14
5.84,7.12,-3.37,97.95,77.16,87.32,58.59,0.94,0.32,0.98,90.18,0.94,97.48,19.09,63.77,8.01,63.63,80195.54,21.24,62.84
2.02,8.33,-3.21,8.21,35.38,19.51,90.7,0.57,0.75,0.2,21.66,0.47,77.85,33.2,49.48,0.24,83.38,96308.61,22.05,87.03
3.8,3.23,8.79,89.01,79.43,27.91,15.04,1.38,0.53,0.96,14.05,0.85,3.48,92.14,71.76,2.55,62.4,47727.26,29.43,1.83
3.8,10.83,7.34,30.84,88.27,49.93,10.87,2.07,0.53,0.74,92.51,5.4,15.83,86.56,44.53,1.16,66.64,12375.43,13.01,66.18
9.69,2.42,8.44,79.32,48.74,11.27,82.13,-1.48,0.02,0.65,29.95,9.01,15.75,69.42,75.69,8.14,64.14,41355.81,11.26,96.64
5.06,1.13,-2.57,57.65,19.45,57.32,18.83,2.1,0.7,0.46,88.17,1.81,70.71,86.84,49.45,2.26,74.6,70276.4,10.6,94.38
5.39,12.44,2.57,72.08,81.73,25.57,65.73,2.04,0.34,0.08,73.01,7.27,5.89,85.49,1.25,0.64,73.7,26384.68,17.28,4.99
9.81,9.71,1.17,66.08,53.64,28.57,83.58,2.43,0.24,0.66,91.79,1.63,89.65,50.06,71.81,9.84,72.67,14935.41,16.54,7.03
8.78,10.13,-4.86,3.53,46.1,88.1,96.53,0.01,0.02,0.42,18.26,0.44,78.12,82.61,23.01,3.68,79.99,65046.74,14.13,76.81
9.05,0.09,2.37,52.38,32.7,79.87,64.02,-0.45,0.24,0.75,21.12,8.42,87.78,44.25,21.93,3.66,64.85,11744.99,12.54,26.32
6.8,9.44,-1.04,72.99,59.31,5.11,97.74,-1.05,0.3,0.15,60.9,0.75,54.32,58.52,30.83,5.8,63.08,22568.73,35.19,73.51
9.69,5.82,6.87,44.32,69.19,87.79,66.73,0.04,0.3,0.15,35.88,3.25,99.1,59.29,84.95,3.03,61.56,51583.18,12.1,11.82
1.36,5.04,9.5,27.9,80.98,40.34,39.29,-0.02,0.36,0.41,43.33,4.76,61.57,60.13,29.24,2.46,78.5,88784.64,3.56,4.15
9.29,13.49,-2.49,62.37,42.35,39.79,93.92,0.04,0.29,0.93,95.9,3.11,43.06,39.03,22.69,4.67,88.15,52063.99,29.37,11.78
7.72,13.73,-1.21,95.0,63.19,97.01,33.9,-0.47,0.01,0.84,63.53,8.21,84.95,73.82,72.89,2.8,67.76,64782.5,31.92,66.5
8.65,9.92,1.35,17.61,57.72,51.77,61.13,-1.26,0.51,0.6,38.82,0.75,32.66,95.86,10.83,3.98,83.06,19854.99,13.78,91.57
6.98,10.83,8.33,5.8,26.81,96.91,63.19,2.01,0.83,0.17,52.08,3.66,19.78,3.33,81.08,8.65,77.72,99338.1,39.5,56.55
2.45,6.05,-4.43,38.78,86.18,81.26,34.36,1.76,0.96,0.48,45.81,8.04,36.91,18.33,2.71,5.41,63.44,43685.68,12.99,95.05
2.67,7.31,7.53,17.5,92.34,47.17,83.82,-0.82,0.1,0.17,87.86,2.39,58.13,97.41,19.73,3.12,83.61,29249.75,11.83,37.79
2.18,4.68,0.18,54.16,3.71,32.16,96.78,1.43,0.23,0.07,94.88,0.31,67.12,42.9,86.06,1.01,61.07,20116.78,0.17,43.85
1.23,1.27,6.59,16.5,28.22,27.77,7.87,0.02,0.12,0.12,3.94,1.68,14.29,59.97,38.92,5.07,67.81,35772.78,47.56,87.6
2.4,10.81,-0.8,58.84,96.31,87.49,81.42,0.05,0.9,0.07,77.74,1.21,88.02,67.0,18.93,9.84,87.61,17142.5,3.99,65.32
1.67,3.77,-2.54,47.67,25.23,58.3,94.6,-1.81,0.25,0.51,67.11,5.18,28.16,58.51,55.01,6.44,77.9,81230.37,45.15,46.45
3.07,1.05,-3.91,49.54,69.47,14.27,29.96,2.46,0.32,0.31,22.35,4.86,35.96,91.0,99.76,5.26,62.42,40802.86,5.5,96.68
8.21,6.16,4.55,45.72,22.97,94.53,14.49,-1.86,0.56,0.49,58.3,7.91,73.73,82.48,42.91,6.97,84.05,45718.52,43.8,99.29
5.73,6.64,7.37,12.15,50.96,32.77,13.93,1.52,0.63,0.52,6.63,0.8,44.73,29.37,78.94,2.62,80.96,86146.95,26.91,31.5
0.64,4.83,3.36,80.53,82.93,31.38,35.06,1.84,0.35,0.65,31.87,5.13,44.69,22.01,5.07,1.74,82.09,77846.72,47.07,5.06
7.04,5.14,-3.21,83.43,71.7,54.48,29.71,-0.81,0.41,0.19,75.22,5.17,28.78,66.92,70.93,6.82,66.41,39809.6,47.93,37.3
1.08,11.72,-4.56,81.61,23.2,39.95,61.92,1.6,0.53,0.48,30.96,9.86,45.82,20.83,25.13,0.41,85.02,59640.84,21.47,0.83
6.8,10.2,4.92,80.64,64.93,57.48,89.62,-1.31,0.21,0.46,26.37,7.68,6.42,65.68,50.51,2.29,69.92,44108.53,38.05,97.26
7.01,8.69,-0.84,1.27,11.9,63.68,52.17,2.98,0.57,0.05,11.52,9.48,97.82,35.46,12.32,1.31,71.34,27245.31,40.96,12.35
8.25,0.92,8.07,72.35,46.36,87.79,51.07,1.58,0.83,0.33,28.67,3.49,11.48,96.09,39.98,0.39,61.22,93865.11,25.12,32.6
0.92,5.84,7.16,88.6,8.24,76.0,11.08,2.04,0.79,0.96,46.59,3.9,8.77,68.75,5.95,6.76,76.39,77542.93,28.6,97.42
6.42,14.68,9.35,27.56,78.51,21.19,10.71,-1.24,0.19,0.17,23.72,2.56,46.34,32.9,67.18,4.24,72.76,12346.2,21.23,37.52
8.69,9.85,-2.74,56.87,71.79,13.73,90.06,-0.63,0.09,0.36,84.43,0.22,0.32,86.79,37.21,8.82,85.59,16044.93,40.64,31.45
0.26,14.96,-4.05,2.25,25.98,61.19,50.73,-1.97,0.22,0.71,61.86,5.45,68.2,14.67,19.93,2.01,81.37,33328.35,28.57,65.5
6.41,10.58,2.49,55.27,88.01,1.0,97.01,1.39,0.71,0.64,67.66,5.18,52.52,38.31,14.92,5.9,76.15,46920.53,4.28,29.13
4.96,12.91,-0.31,60.74,65.71,68.16,19.78,1.55,0.74,0.05,60.27,8.11,68.71,90.2,42.12,8.04,78.17,38942.82,9.96,96.81
3.05,4.97,6.6,19.38,57.12,90.79,29.98,-0.58,0.19,0.41,10.71,3.88,55.08,66.69,42.27,3.12,76.1,32675.51,29.03,78.01
6.4,2.98,5.4,63.73,43.25,58.31,51.31,2.83,0.54,0.77,23.56,4.7,40.19,19.03,95.98,7.16,82.09,91597.35,48.11,73.91
9.73,12.8,0.32,5.15,5.81,32.48,77.31,-1.36,0.46,0.63,79.0,1.86,90.48,45.0,18.96,3.0,70.68,17821.42,4.34,13.41
4.64,2.13,8.03,70.84,98.32,56.1,64.95,1.98,0.59,0.07,37.23,5.74,58.19,64.95,6.66,7.74,89.68,58438.83,41.46,82.51
2.19,1.7,5.29,40.27,93.2,55.46,66.28,-1.21,0.59,0.12,83.59,7.77,35.21,59.84,73.61,6.4,87.84,52268.67,2.51,99.57
