index,domain,subject,topic,problem,solution,answers,answer_type,unit,is_multiple_answer,language,level
3466,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,"A paramagnetic solid consists of \(N\) particles with a spin quantum number \(s\), with the particles fixed at lattice points. Find the internal energy.","Using the result of the partition function, we can obtain the internal energy of the paramagnetic solid as

\[
U = -N \frac{\partial \ln z}{\partial \beta} = N \mu_{\mathrm{B}} H\{\operatorname{coth} x-(2 s+1) \operatorname{coth}[(2 s+1) x]\} 
\]",\boxed{N \mu_{\mathrm{B}} H\{\operatorname{coth} x-(2 s+1) \operatorname{coth}[(2 s+1) x]\}},EX,,False,EN,Math Derivation
3467,Mechanics and Thermodynamics,Statistical Mechanics,Ensemble Theory,"The surface area of a metal is \( A \). To move a helium atom from the metal surface to infinity, \( \Phi \) amount of work is required. There is no interaction between helium atoms, and they can move freely on the metal surface. If the volume of helium gas is \( V \), pressure is \( p \), temperature is \( T \), and it is in thermal equilibrium with the metal, calculate the total partition function \( Z \) of the system.","The total partition function of the system is 

\[
Z=Z_{\mathrm{g}} \cdot Z_{\mathrm{s}} \tag{3}
\]",\boxed{Z=Z_{\mathrm{g}} \cdot Z_{\mathrm{s}}},EQ,,False,EN,Knowledge Recall
3468,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,"A monoatomic classical ideal gas has a number of particles \(N\), volume \(V\), and temperature \(T\). Each atom has two internal energy levels \(\varepsilon_{1}=0\) and \(\varepsilon_{2}=\Delta\). Find the pressure \(p\) of the gas.","Using equation (8), from equation (7) we obtain

\[
p=-\left(\frac{\partial F}{\partial V}\right)=n k T \tag{10}
\]",\boxed{n k T},EX,,False,EN,Knowledge Recall
3470,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,"A gas of hydrogen molecules is initially in equilibrium at a temperature of $T = 1000 \,\mathrm{K}$. The gas is rapidly cooled to 20 K, and the nuclear spin state of the molecules does not change; only the translational and rotational degrees of freedom are altered through collisions. The ratio of orthohydrogen to para-hydrogen is $1:3$. The average rotational energy is known to be $\bar{E}_{\text{rot}} = 135 \, \mathrm{K}$, and the average translational kinetic energy is $\bar{E}_{\text{trans}} = 30 \, \mathrm{K}$. Please compute the average energy $\bar{E}$ of the molecules.","Therefore, the average energy of a molecule $\bar{E} = \bar{E}_{\text{trans}} + \bar{E}_{\text{rot}} = 165 \, \mathrm{K}$. $1 \, \mathrm{K}$ (energy) $ = 1 \, k T(T=1 \, \mathrm{K}) = 1.38 \times 10^{-23} \, \mathrm{J}$.",\boxed{165},NV,\mathrm{K},False,EN,Knowledge Recall
3471,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,Kinematic properties of a classical gas. A container is filled with a gas with a molecular weight of $M$ at temperature $T$. Find the average speed of the molecules.,"The Maxwell velocity distribution is given by:
$$
\mathrm{d} \omega = \left(\frac{m}{2 \pi k T}\right)^{3/2} \exp\left[-\frac{m v^{2}}{2 k T}\right] \mathrm{d} v_{x} \mathrm{~d} v_{y} \mathrm{~d} v_{z}
$$

The average velocity $\bar{v}_{x}$ is calculated as:
$$
\bar{v}_{x} = \left(\frac{m}{2 \pi k T}\right)^{3/2} \iiint_{-\infty}^{\infty} \exp\left[-\frac{m\left(v_{x}^{2} + v_{y}^{2} + v_{z}^{2}\right)}{2 k T}\right] v_{x} \mathrm{~d} v_{x} \mathrm{~d} v_{y} \mathrm{~d} v_{z} = 0
$$

Similarly, we have $\bar{v}_{y} = \bar{v}_{z} = 0$. Thus, the average speed $\bar{v} = 0$.",\boxed{0},NV,,False,EN,Laws Application
3472,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,"Consider a system in which each lattice point is occupied by a fixed atom (spin $s=1$), with spins that can assume three orientations. The energies are $1, 0, -1$, and the energy levels are non-degenerate. Calculate the single atom's $\bar{\varepsilon}$ (average energy) and $\overline{\varepsilon^{2}}$ (average of the square of the energy).","For a single atom,

$$
\begin{aligned}
& \bar{\varepsilon} = -\frac{e^{\beta} - e^{-\beta}}{1 + e^{\beta} + e^{-\beta}}, \\
& \overline{\varepsilon^{2}} = \frac{e^{\beta} + e^{-\beta}}{1 + e^{\beta} + e^{-\beta}}.
\end{aligned}
$$","\boxed{\bar{\varepsilon} = -\frac{e^{\beta} - e^{-\beta}}{1 + e^{\beta} + e^{-\beta}}, \overline{\varepsilon^{2}} = \frac{e^{\beta} + e^{-\beta}}{1 + e^{\beta} + e^{-\beta}}}","EQ, EQ",,True,EN,Math Derivation
3473,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,A paramagnetic solid is composed of \(N\) particles with a spin quantum number of \(s\). The particles are fixed at lattice sites. Find the specific heat capacity.,"Using the result of the internal energy, we can obtain the specific heat capacity of the paramagnetic solid as

\[
c = \frac{\partial U}{\partial T} = N k x^{2}\left\{\operatorname{csch}^{2} x-(2 s+1)^{2} \operatorname{csch}^{2}[(2 s+1) x]\right\} 
\]",\boxed{c = N k x^{2}\left\{\operatorname{csch}^{2} x-(2 s+1)^{2} \operatorname{csch}^{2}[(2 s+1) x]\right\}},EQ,,False,EN,Knowledge Recall
3475,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,"An ideal gas molecule consists of two atoms, each with mass $m$, separated by a distance $d$ (where $d$ is a constant). The two atoms carry charges $\pm q$, respectively, and the entire gas is placed in an external field with field strength $\varepsilon$. Determine the polarizability of each molecule, ignoring quantum effects.","Let the angle between the molecular dipole moment and the external field be $\theta$. Then, considering only the energy due to the molecular orientation, we have

$$
E = -E_0 \cos \theta, \quad E_0 = dq\varepsilon
$$

Therefore, the average dipole moment is

$$
\bar{p} = \frac{\int dq \cos \theta \, e^{E_0 \cos \theta / kT} \, d\Omega}{\int e^{E_0 \cos \theta / kT} \, d\Omega} = dq \frac{\int_0^{\pi} \cos \theta \, e^{E_0 \cos \theta / kT} \sin \theta \, d\theta}{\int_0^{\pi} e^{E_0 \cos \theta / kT} \sin \theta \, d\theta} = dq \left[ \coth \left(\frac{E_0}{kT}\right) - \frac{kT}{E_0} \right]
$$

The polarizability is

$$
\chi = \frac{\partial \bar{p}}{\partial \varepsilon} = \frac{dq}{\varepsilon} \cdot \frac{kT}{E_0} \left[ 1 - \frac{\left(\frac{E_0}{kT}\right)^2}{\sinh^2\left(\frac{E_0}{kT}\right)} \right]
$$","\[
\boxed{\frac{dq^2}{kT}\left[1 - \frac{\left(\frac{dq\varepsilon}{kT}\right)^2}{\sinh^2\left(\frac{dq\varepsilon}{kT}\right)}\right]}
\]",EX,,False,EN,Math Derivation
3476,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,"Consider a monoatomic molecular gas, which has two energy levels: the ground state with a degeneracy of $g_{1}$ and an excited state with an energy $E$ higher than the ground state, having a degeneracy of $g_{2}$. Calculate the average energy $\varepsilon$ of each atom.","According to the Boltzmann distribution, the average energy of each atom is

$$
\varepsilon = \frac{3}{2} k T + E_{0} + \frac{g_{2} E \mathrm{e}^{-E / k T}}{g_{1} + g_{2} \mathrm{e}^{-E / k T}}
$$

where $E_{0}$ is the dissociation energy of the ground state (here we take the ground state energy as the zero point of energy).",\boxed{\frac{3}{2} k T+E_{0}+\frac{g_{2} E \mathrm{e}^{-E / k T}}{g_{1}+g_{2} \mathrm{e}^{-E / k T}}},EX,,False,EN,Laws Application
3477,Mechanics and Thermodynamics,Statistical Mechanics,Ensemble Theory,"Assume that particles in a gas possess a non-degenerate energy level $\varepsilon$. Calculate the average energy of a particle under Fermi statistics, Bose statistics, and Maxwell-Boltzmann statistics.","Under Fermi statistics, the average energy of a particle is:

\begin{equation*}
u_{\mathrm{F}} = \left[\frac{1}{\exp(\alpha + \varepsilon / k T) + 1}\right] \cdot \varepsilon \tag{4}
\end{equation*}

Under Bose statistics, the average energy of a particle is:

\begin{equation*}
u_{\mathrm{B}} = \left[\frac{1}{\exp(\alpha + \varepsilon / k T) - 1}\right] \cdot \varepsilon \tag{5}
\end{equation*}

Under Maxwell-Boltzmann statistics, the average energy of a particle is:

\begin{equation*}
u_{\mathrm{MB}} = \left[\frac{1 + 2 \exp(-\alpha - \varepsilon / k T)}{\exp(\alpha + \varepsilon / k T) + 1 + \exp(-\alpha - \varepsilon / k T)}\right] \cdot \varepsilon \tag{6}
\end{equation*}","\boxed{u_{\mathrm{F}} = \left[\frac{1}{\exp(\alpha + \varepsilon / k T) + 1}\right], u_{\mathrm{B}} = \left[\frac{1}{\exp(\alpha + \varepsilon / k T) - 1}\right], u_{\mathrm{p}} = \left[\frac{1 + 2 \exp(-\alpha - \varepsilon / k T)}{\exp(\alpha + \varepsilon / k T) + 1 + \exp(-\alpha - \varepsilon / k T)}\right]}","EX, EX, EX","\varepsilon, \varepsilon, \varepsilon",True,EN,Knowledge Recall
3479,Mechanics and Thermodynamics,Statistical Mechanics,Ensemble Theory,"Two magnetic dipoles $M_{1}$ and $M_{2}$ are separated by a distance $R$. The positions of the dipoles are fixed, but their orientations can be freely chosen. They achieve thermal equilibrium with an environment at temperature $T$. In the high-temperature limit, where $\frac{M_{1} M_{2}}{k T R^{3}} \ll 1$, the system can be treated classically. The partition function is given by $Z = 16 \pi^{2} \left(1 + \frac{1}{3} \lambda^{2}\right)$. Calculate the average force $F$ between the two dipoles. Here, $\lambda = \frac{\beta M_{1} M_{2}}{R^{3}}$.","The average interaction energy between the two particles is

$$
u = -\frac{1}{Z} \frac{\partial Z}{\partial \beta} = \frac{16 \lambda}{37 + 8 \lambda^{2}} \cdot \frac{M_{1} M_{2}}{R^{3}}
$$

The average force between the two dipoles is

$$
F = -\frac{\partial u}{\partial R} = \frac{16 k T}{R} \cdot \frac{74 \lambda^{2}}{37 + 8 \lambda^{2}}
$$",\boxed{\frac{16 k T}{R} \cdot \frac{74 \lambda^{2}}{37 + 8 \lambda^{2}}},EX,,False,EN,Math Derivation
3480,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,"Assume that the collision between gas molecules and the wall is an inelastic collision. During the collision, molecules can only transfer a portion $\alpha$ of their energy to the wall. Determine the energy transferred to the unit area of the wall per unit time. The temperature of the gas is $T$, the molecular mass is $m$, and the number density of molecules is $n$. Let $\theta$ be the angle between the molecular velocity $v$ and the normal direction of the wall.","When a molecule with velocity $v$ collides with the wall, the energy transferred to the wall is $\alpha m v^2 / 2$. Therefore, the energy transferred to the unit area of the wall per unit time by the gas is

\[
q = n \left(\frac{m}{2 \pi k T}\right)^{3/2} \frac{\alpha m}{2} \int_{0}^{\infty} v^5 \exp \left(-\frac{m v^2}{2 k T}\right) \mathrm{d} v \int_{0}^{2 \pi} \mathrm{d} \varphi \int_{0}^{\pi} \cos \theta \sin \theta \mathrm{d} \theta = \alpha \frac{\pi m n}{2}\left(\frac{2 k T}{\pi m}\right)^{3/2} \tag{2}
\]","\[
\boxed{\alpha \frac{\pi m n}{2}\left(\frac{2 k T}{\pi m}\right)^{3/2}}
\]",EX,,False,EN,Math Derivation
3483,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,An isolated hydrogen atom weakly interacts with a heat reservoir. Write out the part of the partition function of the hydrogen atom corresponding to its internal energy levels. Does this expression diverge at $T=0 \mathrm{~K}$ and $T \neq 0 \mathrm{~K}$?,"The internal energy levels of a hydrogen atom are $-\frac{E_{0}}{n^{2}}$, with a degeneracy of $2n^{2}$, where $n$ can take values $1,2,3, \cdots$. Therefore,

$$
z=\sum_{n=1}^{\infty} 2n^{2} \mathrm{e}^{E_{0} / n^{2} k T}
$$

At $T=0 \mathrm{~K}$, this expression is meaningless; at $T \neq 0 \mathrm{~K}$, it diverges.",\boxed{Yes},TF,,False,EN,Laws Application
3484,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,A pendulum is composed of a homogeneous rod with mass $M$ and length $L$. The upper endpoint of the rod is the pivot point. The rod is weakly coupled to a heat reservoir at temperature $T$. Find the mean square displacement of the center of mass of the pendulum under the influence of gravity. Assume $x \ll L$.,"The mean square displacement of the center of mass is

\[
\overline{x_{\mathrm{C}}^{2}} = \left\langle x_{0}^{2} \sin^{2}(\omega t+\varphi) \right\rangle = \frac{1}{2} \overline{x_{0}^{2}} \tag{2}
\]

Substituting the mean square of the center of mass velocity $\overline{\left( \frac{\mathrm{d} x_{\mathrm{C}}}{\mathrm{d} t} \right)^{2}} = \frac{k T}{M}$ obtained from the previous problem, we get

\[
\overline{x_{\mathrm{C}}^{2}} = \frac{k T}{M \omega^{2}} = \frac{k T L}{M g} \tag{5}
\]",\[\boxed{\frac{k T L}{M g}}\],EX,,False,EN,Laws Application
3485,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,"Potassium chloride \((^{39} \mathrm{K}^{35} \mathrm{Cl})\) is a colorless, transparent ionic crystal with a density \(\rho=2.0 \, \mathrm{g/cm}^{3}\). Calculate the nearest neighbor distance between \(\mathrm{K}^{+}\) and \(\mathrm{Cl}^{-}\) ions in this solid.","The density of the potassium chloride \(^{39} \mathrm{K}^{35} \mathrm{Cl}\) crystal is \(\rho=2.0 \, \mathrm{g/cm}^{3}\), and the molecular mass is \(m=(39+35) \times 1.67 \times 10^{-27} \, \mathrm{kg}\). Therefore, the molecular number density is \(n=\rho / m=1.62 \times 10^{22} \, \mathrm{cm}^{-3}\). Thus, the nearest neighbor distance between \(\mathrm{K}^{+}\) and \(\mathrm{Cl}^{-}\) ions is

\[
l=\frac{\sqrt{3}}{2} n^{-1/3}=3.4 \times 10^{-8} \, \mathrm{cm}=3.4 \, \mathrm{\AA}
\]",\boxed{3.4},NV,\mathrm{\AA},False,EN,Knowledge Recall
3486,Mechanics and Thermodynamics,Statistical Mechanics,Ensemble Theory,"An absorption membrane is in thermal equilibrium, with $N$ sites available for atoms to be adsorbed, each with a potential energy $\varepsilon_{0}$. Given the grand partition function $\Xi$ of the absorption membrane, determine the average number of atoms $\overline{N_{\mathrm{s}}}$ on the membrane.","From $\Xi$, the average number of atoms on the absorption membrane is given by
\[
\overline{N_{\mathrm{s}}}=k T \frac{\partial}{\partial \mu_{\mathrm{s}}} \ln \Xi=\frac{N}{\exp \left(-\frac{\mu_{\mathrm{s}}+\varepsilon_{0}}{k T}\right)+1}
\]","\[
\boxed{\frac{N}{\exp \left(-\frac{\mu_{\mathrm{s}}+\varepsilon_{0}}{k T}\right)+1}}
\]",EX,,False,EN,Math Derivation
3488,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,"The number of particles in a classic ideal gas with monatomic molecules is \(N\), the volume is \(V\), and the temperature is \(T\). Each atom has two internal energy levels, \(\varepsilon_{1}=0\) and \(\varepsilon_{2}=\Delta\). Find the specific heat capacity at constant pressure \(c_{\mathrm{p}}\).","The internal energy \(U\) of the gas and its specific heat capacity \(c\). The internal energy \(U=F+T S\). Using equations (8) and (9), we obtain

\[
U=\frac{3}{2} N k T+\frac{N \Delta}{1+\exp (\Delta / k T)} \tag{11}
\]

The specific heat capacity at constant volume \(c_{v}=\left(\frac{\partial U}{\partial T}\right)_{N, V}\). From equation (11), we derive

\[
c_{\mathrm{v}}=\frac{3}{2} N k+\frac{N k}{4}\left(\frac{\Delta}{k T}\right)^{2}\left[\cosh \left(\frac{\Delta}{2 k T}\right)\right]^{-2} \tag{12}
\]

The specific heat capacity at constant pressure \(c_{\mathrm{p}}=c_{\mathrm{v}}+N k\). Using equation (12), we arrive at

\[
c_{\mathrm{p}}=\frac{5}{2} N k+\frac{N k}{4}\left(\frac{\Delta}{k T}\right)^{2}\left[\cosh \left(\frac{\Delta}{2 k T}\right)\right]^{-2} \tag{13}
\]",\boxed{\frac{5}{2} N k+\frac{N k}{4}\left(\frac{\Delta}{k T}\right)^{2}\left[\cosh \left(\frac{\Delta}{2 k T}\right)\right]^{-2}},EX,,False,EN,Math Derivation
3489,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,"A paramagnetic solid consists of \(N\) particles with a spin quantum number \(s\), fixed at the lattice points. Determine the partition function.","The paramagnetic solid consists of \(N\) particles with a spin quantum number \(s\), where the magnetic moment of the particles is \(\mu = -2 \mu_{\mathrm{B}} s\). Here, \(\mu_{B} = e \hbar / 2 m c\) is the Bohr magneton, and \(s\) is the spin angular momentum. Alternatively, the magnetic moment of the particle can be \(\mu_{j} = -2 j \mu_{B}, -s \leqslant j \leqslant s\). The energy of the particles is given by \(\varepsilon_{j} = -\mu_{j} H = 2 j \mu_{\mathrm{B}} H\). Thus, the single particle partition function is

\[
z = \sum_{j=-s}^{s} \exp \left(-\beta \varepsilon_{j}\right) = \sum_{j=-s}^{s} \exp (-2 j x) = \frac{\sinh [(2 s+1) x]}{\sinh x} 
\]

where \(x = \beta \mu_{\mathrm{B}} H\) and \(\beta = 1 / k T\).",\boxed{\frac{\sinh [(2 s+1) x]}{\sinh x}},EX,,False,EN,Laws Application
3491,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,"Kinetic properties of a classical gas. A container holds gas with a molecular weight of \( M \), at a temperature \( T \). Determine the average speed of the molecules.",The average speed \(\bar{v} = 4 \pi \left(\frac{m}{2 \pi k T}\right)^{3/2} \int_{0}^{\infty} v f(v) \mathrm{d} v = \sqrt{\frac{8 k T}{\pi m}}\).,\boxed{\sqrt{\frac{8 k T}{\pi m}}},EX,\text{m/s},False,EN,Laws Application
3492,Mechanics and Thermodynamics,Statistical Mechanics,Ensemble Theory,"An interaction-free spin system is subjected to an external magnetic field \( H \). From the relation \( S = k(\ln z + \beta E) \), derive how \( S \) relates to \( H \) and \( T \) as \( S = f(H / T) \). Here, \( z \) is the partition function, \( E \) is the energy, \(\beta = 1 / kT\), and \( f(x) \) is some function which need not be explicitly determined. A single spin has only two energy levels: \(\mu H\), \(-\mu H\).

Find the expressions for the partition function \( Z \) of the system and the energy \( E \).","The partition function for a single spin is \( z = \mathrm{e}^{-\beta \mu H} + \mathrm{e}^{\beta \mu H} \). The partition function of the system is \( Z = [z]^{N} = \left(2 \cosh \frac{\mu H}{k T}\right)^{N} \), where \( N \) is the total number of spins. Therefore, the energy is

\[
E = -\frac{\partial}{\partial \beta} \ln z = -N \frac{\partial}{\partial \beta} \ln [2 \cosh (\mu H \beta)] = -N \mu H \tanh \left(\frac{\mu H}{k T}\right)
\]","\boxed{Z = \left(2 \cosh \frac{\mu H}{k T}\right)^{N}, E = -N \mu H \tanh \left(\frac{\mu H}{k T}\right)}","EQ, EQ","None, None",True,EN,Math Derivation
3493,Mechanics and Thermodynamics,Statistical Mechanics,Distribution Function and Statistical Entropy,"In a cubic box with side length $L$, the energy of a particle is given by $\varepsilon(n)=\frac{n h^{2}}{2 m L^{2}}$, where $h$ is Planck's constant, and $n=n_{x}^{2}+n_{y}^{2}+n_{z}^{2}$, with quantum numbers $n_{x}, n_{y}, n_{z}=0, \pm 1, \pm 2, \cdots$. Determine the quantum states $\left(n_{x}, n_{y}, n_{z}\right)$ and the degeneracy $g(n)$ for the energy level $\varepsilon(n)$ when $n=2$.","Each set $\left(n_{x}, n_{y}, n_{z}\right)$ corresponds to a quantum state. From $n=n_{x}^{2}+n_{y}^{2}+n_{z}^{2}$, the quantum states and the degeneracy $g(n)$ for the given energy level $n=2$ are as shown in the table below:

\begin{center}
\begin{tabular}{c|c|c|c|c}
\hline
$n$ & $n_{x}$ & $n_{y}$ & $n_{z}$ & $g(n)$ \\
\hline
2 & $\pm 1$ & $\pm 1$ & 0 & 3 \\
 & 0 & $\pm 1$ & $\pm 1$ & \\
 & $\pm 1$ & 0 & $\pm 1$ & \\
\hline
\end{tabular}
\end{center}",\boxed{3},NV,,False,EN,Laws Application
3498,Mechanics and Thermodynamics,Statistical Mechanics,Fermi-Dirac Statistics,"Convert \(4.2 \times 10^{21}\) electrons into neutrons and confine them in a box with a volume of \(1 \, \text{cm}^3\). Determine the Fermi wavelength and Fermi energy.","When electrons are replaced by neutrons, we have

\[
\begin{gathered}
\lambda'_F = \lambda_F = 12.5 \, \text{Å} \\
\varepsilon'_F = \frac{m}{m'} \varepsilon_F = 5.2 \times 10^{-4} \, \text{eV}
\end{gathered}
\]","\boxed{12.5, 5.2 \times 10^{-4}}","NV, NV","\text{}, \text{eV}",True,EN,Laws Application
3499,Mechanics and Thermodynamics,Statistical Mechanics,Ensemble Theory,"The surface area of a metal is \( A \). To move a helium atom from the metal surface to infinity, work \(\Phi\) is required. There is no interaction between helium atoms, and they can move freely on the metal surface. If the volume of helium gas is \( V \), the pressure is \( p \), and the temperature is \( T \), and it is in thermal equilibrium with the metal, calculate the partition function \( Z_{\mathrm{s}} \) of the helium atoms adsorbed on the metal surface.","Assuming the number of helium atoms adsorbed on the metal surface is \( N_{\mathrm{s}} \), the energy of these atoms is \( E_{\mathrm{s}}=\sum_{j} \frac{p_{j}^{2}}{2m} - N_{\mathrm{s}} \Phi \), where \( p_{j} \) is the momentum of particle \( j \). Considering the complete indistinguishability of particles or that the particles are indistinguishable, the partition function of the helium atoms adsorbed on the metal surface is

\[
Z_{\mathrm{s}}=\frac{1}{N_{\mathrm{s}}!} \cdot \frac{1}{h^{2N_{\mathrm{s}}}} \int \exp \left(-\frac{E_{\mathrm{s}}}{kT}\right) \mathrm{d} \Omega_{\mathrm{s}}=\frac{1}{N_{\mathrm{s}}!}\left[\frac{2 \pi m kT}{h^{2}} A \exp \left(\frac{\Phi}{kT}\right)\right]^{N_{\mathrm{s}}} \tag{2}
\]",\boxed{Z_{\mathrm{s}}=\frac{1}{N_{\mathrm{s}}!}\left[\frac{2 \pi m kT}{h^{2}} A \exp \left(\frac{\Phi}{kT}\right)\right]^{N_{\mathrm{s}}}},EX,,False,EN,Math Derivation
3500,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,"A paramagnetic system is composed of $N$ magnetic dipoles, each with a magnetic moment of $\mu$. When the system reaches equilibrium in a uniform external field $H$ at temperature $T$, use classical statistics to determine the specific heat given $H$.","The specific heat

$$
c = \frac{\partial U}{\partial T} = -H \frac{\partial M}{\partial T} = N k\left[1 - \left(\frac{\mu H}{k T}\right)^{2} \operatorname{csch}^{2}\left(\frac{\mu H}{k T}\right)\right]
$$",\(\boxed{N k \left[1 - \left(\frac{\mu H}{k T}\right)^{2} \operatorname{csch}^{2}\left(\frac{\mu H}{k T}\right)\right]}\),EX,,False,EN,Math Derivation
3501,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,"In the low-temperature limit, find the root mean square (rms) value of the noise voltage across the parallel inductor $L$ and capacitor $C$ in an AC circuit.","In the low-temperature limit, the mean square value of the noise voltage is

\[
\overline{V^{2}} = \frac{\hbar \omega}{2 C}
\]

Thus, the root mean square value of the noise voltage is $\sqrt{\overline{V^{2}}} = \sqrt{\frac{\hbar \omega}{2 C}}$.",\boxed{\sqrt{\frac{\hbar \omega}{2 C}}},NV,,False,EN,Knowledge Recall
3502,Mechanics and Thermodynamics,Statistical Mechanics,Distribution Function and Statistical Entropy,"A crystal has \(N\) atoms and possesses Frenkel defects. The numbers of normal positions and interstitial positions are \(N\) and \(N^{\prime}\) respectively. The energy when an atom is in normal and interstitial positions is \(\varepsilon_{1}\) and \(\varepsilon_{2}\), with \(\varepsilon_{2} - \varepsilon_{1} = w > 0\). Derive the function relationship of the most probable number of interstitial atoms \(n\) as a function of temperature \(T\) (assuming \(n, N, N^{\prime} \gg 1\)).","According to the principle of equal probability or the principle of maximum likelihood, derive the function relationship of the most probable number of interstitial atoms \(n\) and temperature \(T\) by maximizing the number of microstates. For a given distribution \(\left(\varepsilon_{i}, N_{l}\right), l=1,2\), the number of microstates \(W\) of the crystal is:

\[
W = \frac{N!}{N_{1}!\left(N-N_{1}\right)!} \cdot \frac{N^{\prime}!}{N_{2}!\left(N^{\prime}-N_{2}\right)!} \tag{1}
\]

Using Stirling's approximation, from equation (1) we obtain:

\[
\delta \ln W = -\left[\ln N_{1} - \ln \left(N-N_{1}\right)\right] \delta N_{1} - \left[\ln N_{2} - \ln \left(N^{\prime}-N_{2}\right)\right] \delta N_{2} \tag{2}
\]

Substitute equation (2) into the following:

\[
\delta \ln W - \alpha \sum_{l=1}^{2} \delta N_{l} - \beta \sum_{l=1}^{2} \varepsilon_{l} \delta N_{l} = 0 \tag{3}
\]

In the equation, \(\alpha\) and \(\beta\) are two Lagrange multipliers, \(\beta = \frac{1}{k T}\), \(T\) is the temperature, and \(k\) is the Boltzmann constant. We can get:

\[
\frac{N-N_{1}}{N_{1}} = \exp \left(\alpha + \beta \varepsilon_{1}\right) \tag{4}
\]

and

\[
\frac{N^{\prime} - N_{2}}{N_{2}} = \exp \left(\alpha + \beta \varepsilon_{2}\right) \tag{5}
\]

Since \(N_{1} = N-n, N_{2} = n, \varepsilon_{2} - \varepsilon_{1} = w\), from equations (4) and (5), we obtain:

\[
\frac{n^{2}}{(N-n)\left(N^{\prime}-n\right)} = \exp(-\beta w) = \exp\left(-\frac{w}{k T}\right) \tag{6}
\]",\boxed{\frac{n^{2}}{(N-n)\left(N^{\prime}-n\right)} = \exp\left(-\frac{w}{k T}\right)},EQ,,False,EN,Math Derivation
3503,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,"Consider that neutral hydrogen gas is heated to a high temperature \( T \), at which hydrogen atoms are completely dissociated, but still satisfy \( k T / m_{\mathrm{e}} c^{2} \ll 1 \) (where \( m_{\mathrm{e}} \) is the rest mass of the electron). In the gas, there exists the reaction \(\mathrm{e}^{-}+\mathrm{p} \leftrightarrow \mathrm{e}^{-}+\mathrm{p}+\mathrm{e}^{-}+\mathrm{e}^{+}\), producing a certain amount of positrons. Given that the proton density is \( 10^{10} \, \text{cm}^{-3} \), find the electron chemical potential and temperature when the positron number density \( n_{+}=1 \, \text{cm}^{-3} \).","Under the condition \( k T / m_{\mathrm{e}} c^{2} \ll 1 \), nuclear reactions can be neglected. By charge conservation, we have \( n_{-}=n_{\mathrm{p}}+n_{+} \), where \( n_{-} \) and \( n_{+} \) are the electron and positron number densities respectively, and \( n_{\mathrm{p}} \) is the proton number density. For the non-relativistic and non-degenerate case,

$$
n_{-}=2\left(\frac{2 \pi m_{\mathrm{e}} k T}{h^{2}}\right)^{3 / 2} \exp \left(\frac{\mu_{-}-m_{\mathrm{e}} c^{2}}{k T}\right)
$$

$$
n_{+}=2\left(\frac{2 \pi m_{\mathrm{e}} k T}{h^{2}}\right)^{3 / 2} \exp \left(\frac{\mu_{+}-m_{\mathrm{e}} c^{2}}{k T}\right)
$$

where \(\mu_{-}, \mu_{+}\) are the chemical potentials of electrons and positrons, respectively. From the condition of chemical equilibrium, we have \(\mu_{-}=-\mu_{+}=\mu\), thus

$$
n_{+} / n_{-}=\exp (-2 \mu / k T)
$$

When \( n_{+}=1 \, \text{cm}^{-3} \), \( n_{-} \approx n_{\mathrm{p}}=10^{10} \, \text{cm}^{-3} \), therefore, \(\exp (\mu / k T)=10^{5}\), \(\mu / k T \approx 11.5\). Substituting into the expression for \( n_{-} \) gives \( T \approx 1.2 \times 10^{8} \, \text{K} \), thus \(\mu \approx 1.6 \times 10^{-7} \, \text{erg}\).","\boxed{\mu \approx 1.6 \times 10^{-7}, T \approx 1.2 \times 10^{8}}","NV, NV","\text{erg}, \text{K}",True,EN,Practical Application
